payroll_id,employee_id,company_id,department_id,pay_period_start,pay_period_end,pay_date,gross_salary,bonus,overtime_pay,commission,allowances,tax_deduction,social_security,health_insurance,retirement_contribution,other_deductions,payment_method,status,net_salary
7562,10720,2,18,25-11-2025 00:00,25-12-2025 00:00,25-12-2025 00:00,8321.14,0,0,0,682.83,1664.23,515.91,317.62,416.06,449.49,Check,Paid,5640.66
7563,10970,2,19,08-12-2025 00:00,07-01-2026 00:00,07-01-2026 00:00,7453.67,0,414.59,0,948.11,1490.73,462.13,420.91,372.68,135.14,Check,Pending,5934.78
7564,11328,1,11,26-11-2025 00:00,26-12-2025 00:00,26-12-2025 00:00,10932.23,0,0,866.66,833.91,2186.45,677.8,697.43,546.61,72.74,Check,Pending,8451.77
7565,10410,1,3,20-05-2025 00:00,19-06-2025 00:00,19-06-2025 00:00,5521.41,3006.82,0,0,535.26,1104.28,342.33,306.69,276.07,123.48,Check,Paid,6910.64
7566,11400,2,15,29-03-2025 00:00,28-04-2025 00:00,28-04-2025 00:00,4864.25,0,0,0,895.68,972.85,301.58,733.09,243.21,121.37,Check,Paid,3387.83
7567,10598,1,2,04-09-2025 00:00,04-10-2025 00:00,04-10-2025 00:00,4570.94,0,593.41,0,142.21,914.19,283.4,473.92,228.55,57.67,Bank Transfer,Processing,3348.83
7568,11455,1,2,28-02-2025 00:00,30-03-2025 00:00,30-03-2025 00:00,9635.68,0,0,0,545.18,1927.14,597.41,333.62,481.78,133.86,Cash,Processing,6707.05
7569,11258,2,6,25-07-2025 00:00,24-08-2025 00:00,24-08-2025 00:00,5102.59,4646.98,0,0,787.79,1020.52,316.36,269.47,255.13,356.1,Bank Transfer,Processing,8319.78
7570,10132,1,8,18-02-2025 00:00,20-03-2025 00:00,20-03-2025 00:00,6252.01,1123.29,0,0,164.2,1250.4,387.62,317.21,312.6,51.53,Cash,Pending,5220.14
7571,11238,2,4,26-09-2025 00:00,26-10-2025 00:00,26-10-2025 00:00,5738.45,0,0,0,842.51,1147.69,355.78,706.16,286.92,49.27,Cash,Processing,4035.14
7572,11344,1,3,13-09-2025 00:00,13-10-2025 00:00,13-10-2025 00:00,5436.06,0,0,851.73,248.26,1087.21,337.04,584.78,271.8,495.78,Check,Pending,3759.44
7573,10055,1,14,24-09-2025 00:00,24-10-2025 00:00,24-10-2025 00:00,7241.2,0,1763.27,0,75.2,1448.24,448.95,460.19,362.06,327.77,Check,Paid,6032.46
7574,10214,1,20,06-05-2025 00:00,05-06-2025 00:00,05-06-2025 00:00,7936.41,0,574.95,0,793.22,1587.28,492.06,764.13,396.82,294.25,Cash,Pending,5770.04
7575,10615,1,8,21-05-2025 00:00,20-06-2025 00:00,20-06-2025 00:00,2656.1,0,0,0,631.64,531.22,164.68,421.27,132.81,216.37,Cash,Processing,1821.39
7576,10647,1,5,16-09-2025 00:00,16-10-2025 00:00,16-10-2025 00:00,12478.04,0,0,0,134.89,2495.61,773.64,426.49,623.9,475.91,Check,Pending,7817.38
7577,11051,2,13,25-02-2025 00:00,27-03-2025 00:00,27-03-2025 00:00,3966.16,3171.44,0,0,677.27,793.23,245.9,332.18,198.31,411.1,Bank Transfer,Paid,5834.15
7578,10301,1,6,26-01-2025 00:00,25-02-2025 00:00,25-02-2025 00:00,8065.85,2646.59,790.95,0,370.21,1613.17,500.08,276.5,403.29,144.45,Cash,Pending,8936.11
7579,11292,1,5,05-04-2025 00:00,05-05-2025 00:00,05-05-2025 00:00,6357.35,4985.68,0,231.46,785.21,1271.47,394.16,369.65,317.87,197.16,Cash,Pending,9809.39
7580,10757,2,6,02-12-2025 00:00,01-01-2026 00:00,01-01-2026 00:00,8933.29,0,1556.05,0,949.27,1786.66,553.86,672.85,446.66,126.46,Cash,Paid,7852.12
7581,10093,1,16,16-08-2025 00:00,15-09-2025 00:00,15-09-2025 00:00,9794.4,1950.14,195.36,0,989.76,1958.88,607.25,787.78,489.72,364.35,Bank Transfer,Processing,8721.68
7582,10868,1,4,23-09-2025 00:00,23-10-2025 00:00,23-10-2025 00:00,9004.96,0,1966.25,0,311.32,1800.99,558.31,250.16,450.25,87.78,Bank Transfer,Paid,8135.04
7583,11680,2,12,06-07-2025 00:00,05-08-2025 00:00,05-08-2025 00:00,7733.59,0,0,0,826.9,1546.72,479.48,244.7,386.68,200.09,Check,Paid,5702.82
7584,10064,2,3,25-04-2025 00:00,25-05-2025 00:00,25-05-2025 00:00,3961.26,0,0,0,221.38,792.25,245.6,315.72,198.06,487.89,Bank Transfer,Paid,2143.12
7585,11664,1,3,27-10-2025 00:00,26-11-2025 00:00,26-11-2025 00:00,6782.84,0,1956.18,0,13.29,1356.57,420.54,543.42,339.14,234.24,Cash,Pending,5858.4
7586,11346,1,12,15-07-2025 00:00,14-08-2025 00:00,14-08-2025 00:00,3660.49,0,0,0,825.93,732.1,226.95,487.23,183.02,495.16,Check,Paid,2361.96
7587,11125,2,14,22-04-2025 00:00,22-05-2025 00:00,22-05-2025 00:00,11693.42,0,0,0,720.71,2338.68,724.99,763.54,584.67,483.28,Cash,Processing,7518.97
7588,10191,1,3,21-09-2025 00:00,21-10-2025 00:00,21-10-2025 00:00,5899.23,0,0,0,307.06,1179.85,365.75,219.35,294.96,5.23,Check,Processing,4141.15
7589,11570,2,1,22-01-2025 00:00,21-02-2025 00:00,21-02-2025 00:00,7239.35,0,0,383.01,632.29,1447.87,448.84,617,361.97,371.6,Cash,Paid,5007.37
7590,11326,2,13,25-11-2025 00:00,25-12-2025 00:00,25-12-2025 00:00,8164.73,0,0,1432.05,570.89,1632.95,506.21,374.4,408.24,229.84,Bank Transfer,Pending,7016.03
7591,10745,2,15,21-09-2025 00:00,21-10-2025 00:00,21-10-2025 00:00,3386.13,4554,0,0,788.24,677.23,209.94,644.38,169.31,185.52,Bank Transfer,Processing,6841.99
7592,10513,1,12,15-04-2025 00:00,15-05-2025 00:00,15-05-2025 00:00,5419.88,2072.12,0,0,311.42,1083.98,336.03,723.1,270.99,445.3,Cash,Pending,4944.02
7593,11379,1,19,04-01-2025 00:00,03-02-2025 00:00,03-02-2025 00:00,10246.91,0,0,0,419,2049.38,635.31,287.41,512.35,432.49,Cash,Pending,6748.97
7594,10926,2,14,31-01-2025 00:00,02-03-2025 00:00,02-03-2025 00:00,5585.62,1430.13,0,438.15,326.81,1117.12,346.31,310.23,279.28,19.54,Cash,Processing,5708.23
7595,11337,2,20,31-10-2025 00:00,30-11-2025 00:00,30-11-2025 00:00,4928.98,0,0,0,296.34,985.8,305.6,517.12,246.45,437.2,Bank Transfer,Processing,2733.15
7596,10493,2,11,28-12-2025 00:00,27-01-2026 00:00,27-01-2026 00:00,3694.72,0,77.75,0,220.54,738.94,229.07,586.15,184.74,490.78,Cash,Paid,1763.33
7597,10521,2,19,24-09-2025 00:00,24-10-2025 00:00,24-10-2025 00:00,6226.24,1360.43,0,0,445.45,1245.25,386.03,385.53,311.31,144.1,Bank Transfer,Paid,5559.9
7598,10797,2,11,16-11-2025 00:00,16-12-2025 00:00,16-12-2025 00:00,5571.32,0,0,817.24,453.13,1114.26,345.42,286.95,278.57,130.57,Bank Transfer,Processing,4685.92
7599,10250,1,10,12-04-2025 00:00,12-05-2025 00:00,12-05-2025 00:00,8086.96,0,0,0,77.05,1617.39,501.39,277.38,404.35,124.87,Cash,Pending,5238.63
7600,11247,1,14,29-11-2025 00:00,29-12-2025 00:00,29-12-2025 00:00,9459.17,0,524.83,0,993.16,1891.83,586.47,631.59,472.96,180.61,Check,Pending,7213.7
7601,10611,1,16,24-09-2025 00:00,24-10-2025 00:00,24-10-2025 00:00,10240.17,0,1607.47,2773.68,597.41,2048.03,634.89,346.1,512.01,67.87,Cash,Pending,11609.83
7602,10413,1,9,26-01-2025 00:00,25-02-2025 00:00,25-02-2025 00:00,10211.03,945.9,0,0,142.19,2042.21,633.08,491.26,510.55,483.73,Cash,Paid,7138.29
7603,11552,2,14,11-09-2025 00:00,11-10-2025 00:00,11-10-2025 00:00,2757.29,0,0,0,744.87,551.46,170.95,504.2,137.86,24.87,Cash,Paid,2112.82
7604,11682,1,17,23-04-2025 00:00,23-05-2025 00:00,23-05-2025 00:00,10935.63,0,0,0,327.82,2187.13,678.01,236.41,546.78,314.37,Check,Paid,7300.75
7605,10112,2,3,16-10-2025 00:00,15-11-2025 00:00,15-11-2025 00:00,8656.16,0,0,0,892.12,1731.23,536.68,654.69,432.81,343.35,Check,Paid,5849.52
7606,10236,2,7,20-11-2025 00:00,20-12-2025 00:00,20-12-2025 00:00,7039.25,0,0,0,647.98,1407.85,436.43,350.43,351.96,351.75,Check,Processing,4788.81
7607,11544,1,9,12-12-2025 00:00,11-01-2026 00:00,11-01-2026 00:00,7843.6,0,0,163.17,980.6,1568.72,486.3,545.68,392.18,476.46,Cash,Pending,5518.03
7608,11456,1,18,18-05-2025 00:00,17-06-2025 00:00,17-06-2025 00:00,3892.83,0,1322.7,0,17.84,778.57,241.36,285.13,194.64,230.76,Bank Transfer,Paid,3502.91
7609,11034,1,10,19-10-2025 00:00,18-11-2025 00:00,18-11-2025 00:00,6890.68,0,0,2037.62,415.27,1378.14,427.22,728.77,344.53,239.66,Check,Processing,6225.25
7610,10815,1,9,25-01-2025 00:00,24-02-2025 00:00,24-02-2025 00:00,7667.07,0,0,0,298.15,1533.41,475.36,344.14,383.35,363.05,Cash,Processing,4865.91
7611,11089,2,2,27-01-2025 00:00,26-02-2025 00:00,26-02-2025 00:00,7541.73,0,0,2444.73,999.34,1508.35,467.59,566.42,377.09,63.44,Cash,Pending,8002.91
7612,10178,1,13,06-08-2025 00:00,05-09-2025 00:00,05-09-2025 00:00,8912.21,4519.27,0,0,395.25,1782.44,552.56,468.09,445.61,217.23,Cash,Processing,10360.8
7613,10935,2,1,09-12-2025 00:00,08-01-2026 00:00,08-01-2026 00:00,4110.98,0,1202.98,1135.34,997.95,822.2,254.88,758.35,205.55,308.98,Cash,Processing,5097.29
7614,10381,1,2,01-07-2025 00:00,31-07-2025 00:00,31-07-2025 00:00,2889.15,4550.43,1788.7,0,546.4,577.83,179.13,781.13,144.46,337.88,Check,Pending,7754.25
7615,10539,1,16,18-05-2025 00:00,17-06-2025 00:00,17-06-2025 00:00,8735.25,4585.98,0,0,830.31,1747.05,541.59,763.28,436.76,425.67,Check,Paid,10237.19
7616,11357,1,11,08-11-2025 00:00,08-12-2025 00:00,08-12-2025 00:00,5770.22,4949.76,0,982.3,790.98,1154.04,357.75,401.75,288.51,292.2,Check,Processing,9999.01
7617,10987,1,9,02-03-2025 00:00,01-04-2025 00:00,01-04-2025 00:00,6956.32,0,1566.05,0,977.33,1391.26,431.29,385.24,347.82,216.86,Cash,Pending,6727.23
7618,10566,1,17,01-04-2025 00:00,01-05-2025 00:00,01-05-2025 00:00,5936.64,0,0,0,133.88,1187.33,368.07,565.42,296.83,348.79,Check,Pending,3304.08
7619,10059,1,14,18-02-2025 00:00,20-03-2025 00:00,20-03-2025 00:00,4416.91,2573.28,0,0,962.94,883.38,273.85,396.62,220.85,121.93,Bank Transfer,Paid,6056.5
7620,11437,2,10,15-04-2025 00:00,15-05-2025 00:00,15-05-2025 00:00,8980.95,0,1364.8,0,945.36,1796.19,556.82,760.94,449.05,457.2,Check,Paid,7270.91
7621,11309,2,1,01-02-2025 00:00,03-03-2025 00:00,03-03-2025 00:00,8668.18,0,969.06,0,888.16,1733.64,537.43,763.04,433.41,442.97,Check,Pending,6614.91
7622,10099,1,12,19-05-2025 00:00,18-06-2025 00:00,18-06-2025 00:00,9885.47,3024.35,1779.9,0,357.48,1977.09,612.9,523.01,494.27,363.65,Bank Transfer,Pending,11076.28
7623,10014,2,16,26-01-2025 00:00,25-02-2025 00:00,25-02-2025 00:00,4110.58,0,0,0,886.93,822.12,254.86,682.02,205.53,303.42,Check,Processing,2729.56
7624,10612,2,20,06-05-2025 00:00,05-06-2025 00:00,05-06-2025 00:00,6927.84,479.43,880.87,0,431.82,1385.57,429.53,787.49,346.39,150.29,Cash,Pending,5620.69
7625,10534,2,1,12-11-2025 00:00,12-12-2025 00:00,12-12-2025 00:00,8302.21,0,0,0,934.47,1660.44,514.74,610.88,415.11,273.45,Bank Transfer,Processing,5762.06
7626,10836,1,4,25-03-2025 00:00,24-04-2025 00:00,24-04-2025 00:00,7319.33,0,1654.75,0,921.44,1463.87,453.8,695.24,365.97,499.24,Bank Transfer,Pending,6417.4
7627,10953,2,18,02-05-2025 00:00,01-06-2025 00:00,01-06-2025 00:00,8332.99,0,0,0,340.76,1666.6,516.65,742.8,416.65,358.27,Check,Paid,4972.78
7628,10389,2,16,22-10-2025 00:00,21-11-2025 00:00,21-11-2025 00:00,4272.25,3211.73,0,0,965.31,854.45,264.88,689.25,213.61,329.65,Bank Transfer,Processing,6097.45
7629,11666,2,1,21-08-2025 00:00,20-09-2025 00:00,20-09-2025 00:00,7831.51,0,0,0,678.57,1566.3,485.55,415.69,391.58,52.65,Bank Transfer,Paid,5598.31
7630,10327,2,12,21-11-2025 00:00,21-12-2025 00:00,21-12-2025 00:00,2610.05,2310.96,1793.55,0,634.4,522.01,161.82,526.97,130.5,104.72,Bank Transfer,Paid,5902.94
7631,11485,1,12,18-02-2025 00:00,20-03-2025 00:00,20-03-2025 00:00,12196.9,0,0,0,46.39,2439.38,756.21,653.65,609.85,246.21,Check,Pending,7537.99
7632,11187,2,13,06-08-2025 00:00,05-09-2025 00:00,05-09-2025 00:00,9910.9,0,202.69,188.24,631.92,1982.18,614.48,401.87,495.55,128.73,Cash,Pending,7310.94
7633,11376,1,1,08-01-2025 00:00,07-02-2025 00:00,07-02-2025 00:00,3409.28,0,0,0,855.45,681.86,211.38,576.54,170.46,51.69,Cash,Paid,2572.8
7634,10762,1,6,26-08-2025 00:00,25-09-2025 00:00,25-09-2025 00:00,7713.54,0,0,0,621.69,1542.71,478.24,726.17,385.68,79.09,Check,Pending,5123.34
7635,10042,2,15,22-05-2025 00:00,21-06-2025 00:00,21-06-2025 00:00,6581.56,0,0,0,794.4,1316.31,408.06,236.14,329.08,370.84,Check,Pending,4715.53
7636,11115,1,7,03-06-2025 00:00,03-07-2025 00:00,03-07-2025 00:00,5083.44,0,0,0,494.59,1016.69,315.17,672.64,254.17,349.01,Check,Processing,2970.35
7637,10441,2,6,13-03-2025 00:00,12-04-2025 00:00,12-04-2025 00:00,3116.83,148,1512.12,0,950.67,623.37,193.24,756.17,155.84,104.25,Cash,Pending,3894.75
7638,10936,1,1,11-10-2025 00:00,10-11-2025 00:00,10-11-2025 00:00,12047.02,26.7,1040.34,0,235.76,2409.4,746.92,555.13,602.35,177.06,Cash,Paid,8858.96
7639,10048,2,16,24-06-2025 00:00,24-07-2025 00:00,24-07-2025 00:00,4706.33,4302.19,875.2,0,456.64,941.27,291.79,270.8,235.32,121.32,Cash,Processing,8479.86
7640,10891,2,1,19-10-2025 00:00,18-11-2025 00:00,18-11-2025 00:00,3296.32,4154.57,0,0,527.85,659.26,204.37,664.24,164.82,324.34,Cash,Paid,5961.71
7641,11334,1,11,24-09-2025 00:00,24-10-2025 00:00,24-10-2025 00:00,5492.36,0,0,0,942.34,1098.47,340.53,733.9,274.62,490.43,Check,Pending,3496.75
7642,10434,1,7,07-05-2025 00:00,06-06-2025 00:00,06-06-2025 00:00,7036.62,1032.01,0,0,418.75,1407.32,436.27,716.05,351.83,440.48,Bank Transfer,Pending,5135.43
7643,11365,1,4,02-03-2025 00:00,01-04-2025 00:00,01-04-2025 00:00,4776.28,1407.83,0,0,373.97,955.26,296.13,203.03,238.81,187.15,Bank Transfer,Pending,4677.7
7644,11695,2,7,14-11-2025 00:00,14-12-2025 00:00,14-12-2025 00:00,2757.18,0,0,0,292.89,551.44,170.95,340.95,137.86,346.86,Bank Transfer,Paid,1502.01
7645,10349,1,3,10-03-2025 00:00,09-04-2025 00:00,09-04-2025 00:00,2572.02,2072.05,0,0,462.43,514.4,159.47,213.38,128.6,3.72,Check,Pending,4086.93
7646,10409,1,6,08-12-2025 00:00,07-01-2026 00:00,07-01-2026 00:00,9587.35,0,476.31,0,937.11,1917.47,594.42,775.98,479.37,135.17,Check,Processing,7098.36
7647,10163,2,16,22-02-2025 00:00,24-03-2025 00:00,24-03-2025 00:00,5558.6,2035.37,0,1425.52,828.12,1111.72,344.63,660.83,277.93,85.06,Bank Transfer,Pending,7367.44
7648,11012,2,16,22-05-2025 00:00,21-06-2025 00:00,21-06-2025 00:00,2744.74,0,221.14,0,416.54,548.95,170.17,432.1,137.24,1.13,Check,Processing,2092.83
7649,10871,2,13,05-05-2025 00:00,04-06-2025 00:00,04-06-2025 00:00,9259.39,0,0,0,872.81,1851.88,574.08,703.68,462.97,304.86,Cash,Pending,6234.73
7650,10211,2,20,10-06-2025 00:00,10-07-2025 00:00,10-07-2025 00:00,8790.96,0,0,259.53,903.95,1758.19,545.04,324.95,439.55,90.23,Cash,Paid,6796.48
7651,10618,1,12,13-10-2025 00:00,12-11-2025 00:00,12-11-2025 00:00,12357.7,0,559.98,53.24,778.85,2471.54,766.18,621.77,617.89,186.41,Check,Paid,9085.98
7652,10384,1,13,13-05-2025 00:00,12-06-2025 00:00,12-06-2025 00:00,11610.14,0,584.68,0,110.53,2322.03,719.83,799.26,580.51,144.55,Bank Transfer,Processing,7739.17
7653,10004,1,17,21-09-2025 00:00,21-10-2025 00:00,21-10-2025 00:00,5740.27,0,0,0,530.57,1148.05,355.9,446.78,287.01,449.17,Cash,Paid,3583.93
7654,10347,1,3,12-08-2025 00:00,11-09-2025 00:00,11-09-2025 00:00,10320.39,0,1221.51,0,795.76,2064.08,639.86,427.95,516.02,346.34,Cash,Paid,8343.41
7655,10643,2,5,11-02-2025 00:00,13-03-2025 00:00,13-03-2025 00:00,11321.46,0,0,0,645.92,2264.29,701.93,784.76,566.07,1.1,Bank Transfer,Paid,7649.23
7656,11181,2,6,16-07-2025 00:00,15-08-2025 00:00,15-08-2025 00:00,11107.27,0,0,249.9,58.85,2221.45,688.65,525.94,555.36,71.91,Cash,Pending,7352.71
7657,10145,2,9,06-01-2025 00:00,05-02-2025 00:00,05-02-2025 00:00,6035.11,1322.4,581.89,0,607.53,1207.02,374.18,270.83,301.76,346.2,Cash,Pending,6046.94
7658,10255,1,14,06-09-2025 00:00,06-10-2025 00:00,06-10-2025 00:00,5541.9,0,0,0,39.17,1108.38,343.6,581.9,277.09,196.51,Cash,Pending,3073.59
7659,11593,2,15,25-03-2025 00:00,24-04-2025 00:00,24-04-2025 00:00,2794.14,0,0,0,569.17,558.83,173.24,714.66,139.71,475.02,Cash,Pending,1301.85
7660,10034,2,4,09-04-2025 00:00,09-05-2025 00:00,09-05-2025 00:00,11256.62,0,1628.33,0,833.48,2251.32,697.91,412.08,562.83,290.41,Bank Transfer,Pending,9503.88
7661,10233,2,8,02-02-2025 00:00,04-03-2025 00:00,04-03-2025 00:00,3304.81,856.74,747.75,0,604.42,660.96,204.9,418.32,165.24,406.93,Bank Transfer,Processing,3657.37
7662,10600,1,4,19-11-2025 00:00,19-12-2025 00:00,19-12-2025 00:00,9291.73,0,0,0,384.7,1858.35,576.09,520.9,464.59,280.68,Bank Transfer,Paid,5975.82
7663,10298,2,3,10-08-2025 00:00,09-09-2025 00:00,09-09-2025 00:00,8637.53,0,165.22,0,734.87,1727.51,535.53,335.07,431.88,335.92,Check,Pending,6171.71
7664,11526,1,1,11-11-2025 00:00,11-12-2025 00:00,11-12-2025 00:00,4503.13,0,0,0,892.25,900.63,279.19,658.55,225.16,343.18,Cash,Processing,2988.67
7665,10150,2,7,06-11-2025 00:00,06-12-2025 00:00,06-12-2025 00:00,11129.15,2408.57,1120.67,0,212.93,2225.83,690.01,215.44,556.46,6,Check,Processing,11177.58
7666,10647,1,20,05-04-2025 00:00,05-05-2025 00:00,05-05-2025 00:00,3396.2,0,0,567.7,761.49,679.24,210.56,316.33,169.81,259.6,Bank Transfer,Paid,3089.85
7667,10043,1,12,08-08-2025 00:00,07-09-2025 00:00,07-09-2025 00:00,10959.55,0,235.14,0,134.35,2191.91,679.49,381.22,547.98,461.83,Check,Paid,7066.61
7668,11605,2,20,10-10-2025 00:00,09-11-2025 00:00,09-11-2025 00:00,7324.96,0,0,0,807.57,1464.99,454.15,236.43,366.25,261.53,Check,Processing,5349.18
7669,10064,2,16,23-03-2025 00:00,22-04-2025 00:00,22-04-2025 00:00,12127.9,429.89,0,1896.88,535.16,2425.58,751.93,268.74,606.39,479.62,Cash,Paid,10457.57
7670,11498,1,19,25-01-2025 00:00,24-02-2025 00:00,24-02-2025 00:00,4467.74,0,0,0,388.89,893.55,277,770.64,223.39,315.74,Cash,Paid,2376.31
7671,11001,2,5,18-08-2025 00:00,17-09-2025 00:00,17-09-2025 00:00,3510.36,793.85,0,0,580.81,702.07,217.64,794.05,175.52,457.88,Cash,Processing,2537.86
7672,10839,1,20,17-06-2025 00:00,17-07-2025 00:00,17-07-2025 00:00,11139.2,4039.18,504.75,0,998.95,2227.84,690.63,387.39,556.96,340.71,Check,Pending,12478.55
7673,11119,2,19,19-06-2025 00:00,19-07-2025 00:00,19-07-2025 00:00,10756.32,0,1056.87,0,275.6,2151.26,666.89,595.93,537.82,384.96,Cash,Pending,7751.93
7674,10420,1,15,01-02-2025 00:00,03-03-2025 00:00,03-03-2025 00:00,4458.85,0,61,41.86,783.57,891.77,276.45,705.95,222.94,431.62,Cash,Pending,2816.55
7675,10893,2,6,26-06-2025 00:00,26-07-2025 00:00,26-07-2025 00:00,11414.7,0,0,0,189.53,2282.94,707.71,337.29,570.74,437.96,Check,Pending,7267.59
7676,10750,2,15,10-11-2025 00:00,10-12-2025 00:00,10-12-2025 00:00,5670.2,0,0,1702.2,483.08,1134.04,351.55,391.42,283.51,327.81,Bank Transfer,Paid,5367.15
7677,10995,1,20,14-06-2025 00:00,14-07-2025 00:00,14-07-2025 00:00,11131.98,0,0,0,405.08,2226.4,690.18,593.27,556.6,435.71,Cash,Paid,7034.9
7678,11685,1,9,06-10-2025 00:00,05-11-2025 00:00,05-11-2025 00:00,4868.7,0,313.43,2368.73,200.17,973.74,301.86,485.58,243.44,120.13,Cash,Paid,5626.28
7679,10843,1,6,03-03-2025 00:00,02-04-2025 00:00,02-04-2025 00:00,8195.01,1134.01,0,0,225.91,1639,508.09,788.02,409.75,484.88,Cash,Paid,5725.19
7680,10908,1,3,10-08-2025 00:00,09-09-2025 00:00,09-09-2025 00:00,4952.25,0,0,0,568.17,990.45,307.04,241.84,247.61,0.95,Bank Transfer,Processing,3732.53
7681,11580,1,3,30-03-2025 00:00,29-04-2025 00:00,29-04-2025 00:00,8992.85,0,1041.25,0,147.75,1798.57,557.56,633.1,449.64,366.11,Cash,Paid,6376.87
7682,10504,1,15,17-06-2025 00:00,17-07-2025 00:00,17-07-2025 00:00,7685.23,3898.16,0,0,489.04,1537.05,476.48,257.89,384.26,471.79,Cash,Processing,8944.96
7683,10691,2,5,12-06-2025 00:00,12-07-2025 00:00,12-07-2025 00:00,8099.35,0,1544.44,0,288.19,1619.87,502.16,536.01,404.97,60.16,Cash,Processing,6808.81
7684,11255,2,18,06-05-2025 00:00,05-06-2025 00:00,05-06-2025 00:00,9678.91,3804.85,0,2999.51,672.29,1935.78,600.09,508.97,483.95,296.57,Check,Processing,13330.2
7685,11383,2,15,01-10-2025 00:00,31-10-2025 00:00,31-10-2025 00:00,4175.61,0,0,1578.94,317.77,835.12,258.89,573.85,208.78,359.69,Cash,Pending,3835.99
7686,11665,2,18,04-05-2025 00:00,03-06-2025 00:00,03-06-2025 00:00,8669.14,2234.93,940.45,0,56.16,1733.83,537.49,225.17,433.46,51.62,Check,Paid,8919.11
7687,10504,2,20,08-03-2025 00:00,07-04-2025 00:00,07-04-2025 00:00,6185.32,3688.7,0,0,292.92,1237.06,383.49,554.07,309.27,147.25,Cash,Pending,7535.8
7688,11202,1,2,25-04-2025 00:00,25-05-2025 00:00,25-05-2025 00:00,6148.41,0,0,0,137.84,1229.68,381.2,762.83,307.42,204.13,Cash,Processing,3400.99
7689,11243,1,15,08-09-2025 00:00,08-10-2025 00:00,08-10-2025 00:00,4172.74,0,0,0,43.73,834.55,258.71,434.59,208.64,397.95,Check,Processing,2082.03
7690,11121,2,2,09-01-2025 00:00,08-02-2025 00:00,08-02-2025 00:00,4752.78,0,0,0,298.16,950.56,294.67,595.05,237.64,14.66,Check,Pending,2958.36
7691,10244,1,6,03-07-2025 00:00,02-08-2025 00:00,02-08-2025 00:00,7175.96,0,1182.95,0,160.76,1435.19,444.91,581.49,358.8,467.77,Check,Paid,5231.51
7692,11350,2,4,18-09-2025 00:00,18-10-2025 00:00,18-10-2025 00:00,11899.96,0,0,0,127.84,2379.99,737.8,653.93,595,165.61,Bank Transfer,Paid,7495.47
7693,11139,2,10,17-11-2025 00:00,17-12-2025 00:00,17-12-2025 00:00,8672.82,0,0,0,312.33,1734.56,537.71,360.99,433.64,120.34,Check,Processing,5797.91
7694,10408,2,2,16-10-2025 00:00,15-11-2025 00:00,15-11-2025 00:00,12038.02,0,1649.23,0,342.05,2407.6,746.36,246.96,601.9,111.22,Check,Pending,9915.26
7695,10784,1,5,09-03-2025 00:00,08-04-2025 00:00,08-04-2025 00:00,12450.73,0,0,0,964.79,2490.15,771.95,431.15,622.54,69.75,Check,Paid,9029.98
7696,10052,1,12,22-02-2025 00:00,24-03-2025 00:00,24-03-2025 00:00,6782.44,0,1569.38,0,79.38,1356.49,420.51,524.92,339.12,409.64,Check,Processing,5380.52
7697,10202,1,10,15-08-2025 00:00,14-09-2025 00:00,14-09-2025 00:00,10771.88,0,914.64,0,549.82,2154.38,667.86,566.08,538.59,197.04,Bank Transfer,Processing,8112.39
7698,10355,1,16,07-09-2025 00:00,07-10-2025 00:00,07-10-2025 00:00,5960.01,0,1713.95,771.21,797.31,1192,369.52,503.85,298,39.76,Bank Transfer,Processing,6839.35
7699,11198,2,13,12-04-2025 00:00,12-05-2025 00:00,12-05-2025 00:00,3409.35,2905.47,1717.3,2524.83,15.82,681.87,211.38,579.49,170.47,340.4,Check,Pending,8589.16
7700,11514,2,10,05-09-2025 00:00,05-10-2025 00:00,05-10-2025 00:00,11211.87,0,0,0,157.68,2242.37,695.14,218.18,560.59,228.66,Cash,Processing,7424.61
7701,11343,2,19,11-10-2025 00:00,10-11-2025 00:00,10-11-2025 00:00,5390.42,0,503.94,0,114.57,1078.08,334.21,210.92,269.52,146.02,Bank Transfer,Processing,3970.18
7702,10948,1,17,24-06-2025 00:00,24-07-2025 00:00,24-07-2025 00:00,3819.31,0,0,0,515.44,763.86,236.8,237.57,190.97,91.66,Cash,Processing,2813.89
7703,11535,1,17,15-11-2025 00:00,15-12-2025 00:00,15-12-2025 00:00,8192.8,0,0,0,361.12,1638.56,507.95,228.28,409.64,343.65,Check,Paid,5425.84
7704,10978,2,16,28-02-2025 00:00,30-03-2025 00:00,30-03-2025 00:00,7630.87,4409.6,1502.03,0,23.51,1526.17,473.11,271.39,381.54,479.71,Check,Processing,10434.09
7705,10450,1,14,25-06-2025 00:00,25-07-2025 00:00,25-07-2025 00:00,10913.53,0,1023.89,0,881.02,2182.71,676.64,210.89,545.68,207.66,Cash,Paid,8994.86
7706,10323,2,1,22-03-2025 00:00,21-04-2025 00:00,21-04-2025 00:00,8713.83,0,1716.17,0,776.97,1742.77,540.26,591.46,435.69,308.8,Cash,Processing,7587.99
7707,11470,2,2,06-01-2025 00:00,05-02-2025 00:00,05-02-2025 00:00,9005.6,0,909.48,0,617.96,1801.12,558.35,421.03,450.28,351.37,Check,Processing,6950.89
7708,11607,2,18,06-12-2025 00:00,05-01-2026 00:00,05-01-2026 00:00,7139.16,0,0,0,672.63,1427.83,442.63,722.63,356.96,319.71,Check,Processing,4542.03
